Spacecraft: FINCHSat

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
06 Jun 2020 17:58:47.718    06 Jun 2020 17:58:56.695      8.9766741148    Earth           Penumbra    81            2107.2391486
06 Jun 2020 17:58:56.695    06 Jun 2020 18:33:46.124      2089.4289407    Earth           Umbra       81            2107.2391486
06 Jun 2020 18:33:46.124    06 Jun 2020 18:33:54.957      8.8335337350    Earth           Penumbra    81            2107.2391486
06 Jun 2020 19:32:42.939    06 Jun 2020 20:07:33.203      2090.2644591    Earth           Umbra       82            2090.2644591
06 Jun 2020 21:06:20.156    06 Jun 2020 21:06:29.108      8.9520121459    Earth           Penumbra    83            2108.8517744
06 Jun 2020 21:06:29.108    06 Jun 2020 21:41:20.200      2091.0917633    Earth           Umbra       83            2108.8517744
06 Jun 2020 21:41:20.200    06 Jun 2020 21:41:29.008      8.8079988956    Earth           Penumbra    83            2108.8517744
06 Jun 2020 22:40:06.296    06 Jun 2020 22:40:15.236      8.9392381255    Earth           Penumbra    84            2109.6362576
06 Jun 2020 22:40:15.236    06 Jun 2020 23:15:07.138      2091.9019703    Earth           Umbra       84            2109.6362576
06 Jun 2020 23:15:07.138    06 Jun 2020 23:15:15.933      8.7950491696    Earth           Penumbra    84            2109.6362576
07 Jun 2020 00:13:52.410    07 Jun 2020 00:14:01.337      8.9263908681    Earth           Penumbra    85            2101.6243716
07 Jun 2020 00:14:01.337    07 Jun 2020 00:48:54.035      2092.6979807    Earth           Umbra       85            2101.6243716
07 Jun 2020 01:47:38.454    07 Jun 2020 01:47:47.367      8.9137029718    Earth           Penumbra    86            2111.1759502
07 Jun 2020 01:47:47.367    07 Jun 2020 02:22:40.861      2093.4931141    Earth           Umbra       86            2111.1759502
07 Jun 2020 02:22:40.861    07 Jun 2020 02:22:49.630      8.7691330584    Earth           Penumbra    86            2111.1759502
07 Jun 2020 03:21:24.360    07 Jun 2020 03:21:33.261      8.9011596632    Earth           Penumbra    87            2111.9540810
07 Jun 2020 03:21:33.261    07 Jun 2020 03:56:27.558      2094.2964174    Earth           Umbra       87            2111.9540810
07 Jun 2020 03:56:27.558    07 Jun 2020 03:56:36.314      8.7565039401    Earth           Penumbra    87            2111.9540810
07 Jun 2020 04:55:10.107    07 Jun 2020 04:55:18.995      8.8886452722    Earth           Penumbra    88            2103.9933599
07 Jun 2020 04:55:18.995    07 Jun 2020 05:30:14.100      2095.1047146    Earth           Umbra       88            2103.9933599
07 Jun 2020 06:28:55.752    07 Jun 2020 06:29:04.628      8.8762371219    Earth           Penumbra    89            2113.5236759
07 Jun 2020 06:29:04.628    07 Jun 2020 07:04:00.544      2095.9154585    Earth           Umbra       89            2113.5236759
07 Jun 2020 07:04:00.544    07 Jun 2020 07:04:09.276      8.7319802726    Earth           Penumbra    89            2113.5236759
07 Jun 2020 08:02:41.385    07 Jun 2020 08:02:50.250      8.8641524082    Earth           Penumbra    90            2114.3195653
07 Jun 2020 08:02:50.250    07 Jun 2020 08:37:46.985      2096.7354104    Earth           Umbra       90            2114.3195653
07 Jun 2020 08:37:46.985    07 Jun 2020 08:37:55.705      8.7200024282    Earth           Penumbra    90            2114.3195653
07 Jun 2020 09:36:27.035    07 Jun 2020 09:36:35.888      8.8523719576    Earth           Penumbra    91            2106.4173387
07 Jun 2020 09:36:35.888    07 Jun 2020 10:11:33.453      2097.5649667    Earth           Umbra       91            2106.4173387
07 Jun 2020 11:10:12.636    07 Jun 2020 11:10:21.477      8.8405569317    Earth           Penumbra    92            2115.9232241
07 Jun 2020 11:10:21.477    07 Jun 2020 11:45:19.863      2098.3861304    Earth           Umbra       92            2115.9232241
07 Jun 2020 11:45:19.863    07 Jun 2020 11:45:28.559      8.6965367664    Earth           Penumbra    92            2115.9232241
07 Jun 2020 12:43:58.114    07 Jun 2020 12:44:06.943      8.8284524158    Earth           Penumbra    93            2116.6943886
07 Jun 2020 12:44:06.943    07 Jun 2020 13:19:06.124      2099.1812779    Earth           Umbra       93            2116.6943886
07 Jun 2020 13:19:06.124    07 Jun 2020 13:19:14.809      8.6846582475    Earth           Penumbra    93            2116.6943886
07 Jun 2020 14:17:52.297    07 Jun 2020 14:52:52.253      2099.9557407    Earth           Umbra       94            2108.6283129
07 Jun 2020 14:52:52.253    07 Jun 2020 14:53:00.925      8.6725722766    Earth           Penumbra    94            2108.6283129
07 Jun 2020 15:51:28.797    07 Jun 2020 15:51:37.601      8.8041842915    Earth           Penumbra    95            2118.1939681
07 Jun 2020 15:51:37.601    07 Jun 2020 16:26:38.331      2100.7293038    Earth           Umbra       95            2118.1939681
07 Jun 2020 16:26:38.331    07 Jun 2020 16:26:46.991      8.6604800192    Earth           Penumbra    95            2118.1939681
07 Jun 2020 17:25:22.876    07 Jun 2020 18:00:24.388      2101.5122497    Earth           Umbra       96            2110.1607732
07 Jun 2020 18:00:24.388    07 Jun 2020 18:00:33.037      8.6485235486    Earth           Penumbra    96            2110.1607732
07 Jun 2020 18:58:59.308    07 Jun 2020 18:59:08.089      8.7809575140    Earth           Penumbra    97            2119.7161910
07 Jun 2020 18:59:08.089    07 Jun 2020 19:34:10.387      2102.2985846    Earth           Umbra       97            2119.7161910
07 Jun 2020 19:34:10.387    07 Jun 2020 19:34:19.024      8.6366488016    Earth           Penumbra    97            2119.7161910
07 Jun 2020 20:32:44.456    07 Jun 2020 20:32:53.225      8.7692330126    Earth           Penumbra    98            2120.4694888
07 Jun 2020 20:32:53.225    07 Jun 2020 21:07:56.300      2103.0755104    Earth           Umbra       98            2120.4694888
07 Jun 2020 21:07:56.300    07 Jun 2020 21:08:04.925      8.6247454514    Earth           Penumbra    98            2120.4694888
07 Jun 2020 22:06:29.558    07 Jun 2020 22:06:38.315      8.7572422810    Earth           Penumbra    99            2121.2033635
07 Jun 2020 22:06:38.315    07 Jun 2020 22:41:42.148      2103.8333370    Earth           Umbra       99            2121.2033635
07 Jun 2020 22:41:42.148    07 Jun 2020 22:41:50.761      8.6127842660    Earth           Penumbra    99            2121.2033635
07 Jun 2020 23:40:14.634    07 Jun 2020 23:40:23.379      8.7451827130    Earth           Penumbra    100           2121.9191915
07 Jun 2020 23:40:23.379    08 Jun 2020 00:15:27.952      2104.5731866    Earth           Umbra       100           2121.9191915
08 Jun 2020 00:15:27.952    08 Jun 2020 00:15:36.553      8.6008221377    Earth           Penumbra    100           2121.9191915
08 Jun 2020 01:13:59.650    08 Jun 2020 01:14:08.383      8.7333023082    Earth           Penumbra    101           2114.0411639
08 Jun 2020 01:14:08.383    08 Jun 2020 01:49:13.691      2105.3078616    Earth           Umbra       101           2114.0411639
08 Jun 2020 02:47:44.539    08 Jun 2020 02:47:53.260      8.7216331274    Earth           Penumbra    102           2123.3477491
08 Jun 2020 02:47:53.260    08 Jun 2020 03:22:59.309      2106.0486957    Earth           Umbra       102           2123.3477491
08 Jun 2020 03:22:59.309    08 Jun 2020 03:23:07.887      8.5774202831    Earth           Penumbra    102           2123.3477491
08 Jun 2020 04:21:29.269    08 Jun 2020 04:21:37.979      8.7100626435    Earth           Penumbra    103           2124.0702979
08 Jun 2020 04:21:37.979    08 Jun 2020 04:56:44.773      2106.7940736    Earth           Umbra       103           2124.0702979
08 Jun 2020 04:56:44.773    08 Jun 2020 04:56:53.339      8.5661616060    Earth           Penumbra    103           2124.0702979
08 Jun 2020 05:55:22.589    08 Jun 2020 06:30:30.128      2107.5390237    Earth           Umbra       104           2116.0941797
08 Jun 2020 06:30:30.128    08 Jun 2020 06:30:38.683      8.5551559576    Earth           Penumbra    104           2116.0941797
08 Jun 2020 07:28:58.494    08 Jun 2020 07:29:07.181      8.6875408888    Earth           Penumbra    105           2125.5200118
08 Jun 2020 07:29:07.181    08 Jun 2020 08:04:15.470      2108.2880915    Earth           Umbra       105           2125.5200118
08 Jun 2020 08:04:15.470    08 Jun 2020 08:04:24.014      8.5443794494    Earth           Penumbra    105           2125.5200118
08 Jun 2020 09:02:51.796    08 Jun 2020 09:38:00.841      2109.0445332    Earth           Umbra       106           2117.5783672
08 Jun 2020 09:38:00.841    08 Jun 2020 09:38:09.374      8.5338339675    Earth           Penumbra    106           2117.5783672
08 Jun 2020 10:36:27.707    08 Jun 2020 10:36:36.373      8.6661088862    Earth           Penumbra    107           2126.9836920
08 Jun 2020 10:36:36.373    08 Jun 2020 11:11:46.167      2109.7941881    Earth           Umbra       107           2126.9836920
08 Jun 2020 11:11:46.167    08 Jun 2020 11:11:54.690      8.5233950405    Earth           Penumbra    107           2126.9836920
08 Jun 2020 12:10:12.177    08 Jun 2020 12:10:20.832      8.6551786750    Earth           Penumbra    108           2127.6855899
08 Jun 2020 12:10:20.832    08 Jun 2020 12:45:31.350      2110.5175607    Earth           Umbra       108           2127.6855899
08 Jun 2020 12:45:31.350    08 Jun 2020 12:45:39.862      8.5128505016    Earth           Penumbra    108           2127.6855899
08 Jun 2020 13:43:56.530    08 Jun 2020 13:44:05.174      8.6441038758    Earth           Penumbra    109           2128.3609577
08 Jun 2020 13:44:05.174    08 Jun 2020 14:19:16.389      2111.2147164    Earth           Umbra       109           2128.3609577
08 Jun 2020 14:19:16.389    08 Jun 2020 14:19:24.891      8.5021374864    Earth           Penumbra    109           2128.3609577
08 Jun 2020 15:17:40.829    08 Jun 2020 15:17:49.462      8.6332214414    Earth           Penumbra    110           2129.0284889
08 Jun 2020 15:17:49.462    08 Jun 2020 15:53:01.366      2111.9038512    Earth           Umbra       110           2129.0284889
08 Jun 2020 15:53:01.366    08 Jun 2020 15:53:09.857      8.4914162988    Earth           Penumbra    110           2129.0284889
08 Jun 2020 16:51:25.103    08 Jun 2020 16:51:33.726      8.6227070773    Earth           Penumbra    111           2129.7015154
08 Jun 2020 16:51:33.726    08 Jun 2020 17:26:46.324      2112.5979753    Earth           Umbra       111           2129.7015154
08 Jun 2020 17:26:46.324    08 Jun 2020 17:26:54.804      8.4808330983    Earth           Penumbra    111           2129.7015154
08 Jun 2020 18:25:09.322    08 Jun 2020 18:25:17.934      8.6124004796    Earth           Penumbra    112           2130.3764932
08 Jun 2020 18:25:17.934    08 Jun 2020 19:00:31.228      2113.2937375    Earth           Umbra       112           2130.3764932
08 Jun 2020 19:00:31.228    08 Jun 2020 19:00:39.698      8.4703551955    Earth           Penumbra    112           2130.3764932
08 Jun 2020 19:59:02.066    08 Jun 2020 20:34:16.046      2113.9791923    Earth           Umbra       113           2122.4390822
08 Jun 2020 20:34:16.046    08 Jun 2020 20:34:24.505      8.4598898655    Earth           Penumbra    113           2122.4390822
08 Jun 2020 21:32:37.556    08 Jun 2020 21:32:46.147      8.5913836956    Earth           Penumbra    114           2131.6851602
08 Jun 2020 21:32:46.147    08 Jun 2020 22:08:00.792      2114.6443513    Earth           Umbra       114           2131.6851602
08 Jun 2020 22:08:00.792    08 Jun 2020 22:08:09.241      8.4494251641    Earth           Penumbra    114           2131.6851602
08 Jun 2020 23:06:21.623    08 Jun 2020 23:06:30.203      8.5806955118    Earth           Penumbra    115           2132.3085739
08 Jun 2020 23:06:30.203    08 Jun 2020 23:41:45.492      2115.2888610    Earth           Umbra       115           2132.3085739
08 Jun 2020 23:41:45.492    08 Jun 2020 23:41:53.931      8.4390173550    Earth           Penumbra    115           2132.3085739
09 Jun 2020 00:40:05.638    09 Jun 2020 00:40:14.209      8.5701883771    Earth           Penumbra    116           2132.9233415
09 Jun 2020 00:40:14.209    09 Jun 2020 01:15:30.133      2115.9243949    Earth           Umbra       116           2132.9233415
09 Jun 2020 01:15:30.133    09 Jun 2020 01:15:38.562      8.4287582198    Earth           Penumbra    116           2132.9233415
09 Jun 2020 02:13:49.537    09 Jun 2020 02:13:58.097      8.5599374142    Earth           Penumbra    117           2133.5425571
09 Jun 2020 02:13:58.097    09 Jun 2020 02:49:14.661      2116.5638651    Earth           Umbra       117           2133.5425571
09 Jun 2020 02:49:14.661    09 Jun 2020 02:49:23.080      8.4187546279    Earth           Penumbra    117           2133.5425571
09 Jun 2020 03:47:41.830    09 Jun 2020 04:22:59.038      2117.2077424    Earth           Umbra       118           2125.6168165
09 Jun 2020 04:22:59.038    09 Jun 2020 04:23:07.447      8.4090741584    Earth           Penumbra    118           2125.6168165
09 Jun 2020 05:21:16.908    09 Jun 2020 05:21:25.448      8.5399330594    Earth           Penumbra    119           2126.3894511
09 Jun 2020 05:21:25.448    09 Jun 2020 05:56:43.297      2117.8495181    Earth           Umbra       119           2126.3894511
09 Jun 2020 06:55:00.512    09 Jun 2020 06:55:09.042      8.5303626023    Earth           Penumbra    120           2135.4118634
09 Jun 2020 06:55:09.042    09 Jun 2020 07:30:27.533      2118.4909169    Earth           Umbra       120           2135.4118634
09 Jun 2020 07:30:27.533    09 Jun 2020 07:30:35.923      8.3905838896    Earth           Penumbra    120           2135.4118634
09 Jun 2020 08:28:52.662    09 Jun 2020 09:04:11.799      2119.1368634    Earth           Umbra       121           2127.5185843
09 Jun 2020 09:04:11.799    09 Jun 2020 09:04:20.181      8.3817209699    Earth           Penumbra    121           2127.5185843
09 Jun 2020 10:02:27.745    09 Jun 2020 10:02:36.257      8.5121181328    Earth           Penumbra    122           2136.6626409
09 Jun 2020 10:02:36.257    09 Jun 2020 10:37:56.035      2119.7775213    Earth           Umbra       122           2136.6626409
09 Jun 2020 10:37:56.035    09 Jun 2020 10:38:04.408      8.3730013808    Earth           Penumbra    122           2136.6626409
09 Jun 2020 11:36:11.237    09 Jun 2020 11:36:19.740      8.5028654546    Earth           Penumbra    123           2137.2602242
09 Jun 2020 11:36:19.740    09 Jun 2020 12:11:40.133      2120.3931279    Earth           Umbra       123           2137.2602242
09 Jun 2020 12:11:40.133    09 Jun 2020 12:11:48.498      8.3642308717    Earth           Penumbra    123           2137.2602242
